0.067,-0.825
0.063,-0.824
0.065,-0.83
0.07,-0.832
0.072,-0.844
0.269,-1.5
-0.239,-0.692
-0.232,-0.973
-0.542,-1.317
0.208,-0.049
-0.008,-0.891
-0.026,0.041
-0.272,-2.781
0.19,-0.723
0.04,-0.043
0.131,-0.682
-0.051,-0.082
0.524,-2.471
0.123,-0.795
0.55,-3.35
0.165,-0.92
-0.036,-0.337
0.131,-1.473
0.138,-0.646
-0.012,-0.646
0.052,-1.044
0.212,-1.199
0.017,-0.666
0.01,-0.755
0.027,-0.746
0.485,-0.753
0.281,-0.64
-0.066,-0.2
-0.286,-1.144
0.213,-0.84
-0.06,-0.067
1.404,-3.256
0.251,-0.949
0.165,-0.653
0.216,-0.954
0.159,-1.035
-0.218,-0.139
0.378,-3.207
0.111,-0.703
-0.15,-0.528
0.189,-1.258
0.08,-0.72
-0.056,-0.771
0.076,-1.037
0.098,-0.757
0.033,-0.685
-0.174,-1.437
0.157,-0.934
0.054,-0.594
-0.178,-0.111
0.03,-1.406
0.123,-0.791
-0.087,-0.3
-1.073,-0.922
0.066,-0.987
-0.004,-0.405
0.45,0.302
0.035,-0.93
0.146,-0.893
0.053,-0.668
-0.266,-2.519
0.186,-0.889
0.168,-0.885
-0.002,-0.212
0.102,-0.797
0.078,-0.688
-0.074,-0.521
0.101,-0.974
-0.119,-0.462
0.062,-0.234
-0.02,-0.157
0.246,-1.274
0.368,-1.265
-0.024,-0.172
-0.116,-0.177
0.213,-1.252
0.318,-0.955
-0.017,-0.037
0.003,-1.526
-0.009,-1.065
0.276,-1.078
0.304,-0.779
0.623,-2.025
0.323,-0.804
-0.046,-0.245
0.443,-0.342
0.206,-1.018
-0.054,-0.089
0.96,-1.688
0.076,-0.934
0.115,-0.614
-0.047,-2.745
0.239,-0.909
0.102,-0.517
0.099,-0.261
0.271,-0.897
0.119,-0.577
-0.062,-0.168
0.005,-2.919
0.143,-0.97
-0.198,-0.114
0.327,-2.662
0.163,-0.899
0.136,-0.88
2.12,-0.777
-0.2,-0.959
0.199,-1.024
1.809,-0.985
0.199,-1.225
0.081,-0.943
0.038,-0.964
0.048,-0.968
-0.117,-0.891
0.2,-0.971
0.074,-0.924
-0.098,-0.986
-0.162,-0.933
0.471,-1.486
0.213,-1.042
0.287,-0.872
-0.485,-1.03
-0.053,-1.66
0.137,-1.018
0.135,-0.921
-0.118,-1.043
-0.285,-1.241
-0.086,-0.528
0.238,-0.938
-0.066,-0.917
-2.128,-0.021
-0.041,-0.74
0.038,-0.985
-0.172,-0.842
-2.316,-0.666
-0.029,-0.567
-0.065,-0.909
-1.735,-0.956
1.727,-1.048
-0.202,-1.019
0.019,-1.016
-1.703,-0.502
-0.429,-0.672
0.004,-0.987
-0.273,-0.969
2.063,-1.3
-0.093,-0.902
-0.011,-1.014
-0.532,-1.032
0.556,-1.028
-0.083,-0.965
-0.018,-0.993
-2.395,-1.718
3.173,0.195
-0.514,-1.407
0.018,-0.324
-0.139,-1.244
0.187,-0.56
0.165,-0.404
0.195,-1.254
0.17,-1.154
0.114,-0.812
-0.065,-0.356
0.153,-1.008
0.203,-0.782
0.083,-0.761
0.041,-0.655
0.097,-1.044
-0.194,-0.042
0.181,0.31
0.156,-0.694
-0.334,-2.672
0.09,-0.205
0.158,-1.191
-0.149,-0.691
-0.43,-0.775
-0.786,-0.678
-0.211,-0.998
-0.141,-0.935
-0.002,-0.965
0.787,-0.437
1.01,0.061
0.997,0.063
1.053,0.053
0.954,0.095
1.075,-0.013
0.953,0.039
1.03,0.064
0.971,0.096
0.946,0.041
1.014,-0.251
0.889,-0.465
0.778,-0.566
0.937,-0.584
0.806,0.481
0.775,0.42
1.024,0.17
0.94,-0.074
0.882,-0.375
0.809,-0.422
0.766,-0.51
0.889,-0.573
0.816,-0.536
0.665,-0.579
0.899,-0.449
0.808,-0.638
0.758,-0.127
0.937,0.004
0.856,0.016
0.911,-0.398
0.94,-0.351
0.954,-0.215
0.57,-0.759
0.297,-0.971
0.315,-0.862
0.112,-0.968
0.014,-0.886
-0.065,-0.924
-0.145,-0.951
-0.09,-0.998
-0.126,-1.008
0.085,-0.997
0.56,-0.471
0.593,-0.289