-0.122,-1.081
-0.054,-0.938
-0.039,-0.968
-0.141,-0.896
-0.15,-0.761
-0.024,-0.974
-0.024,-0.974
-0.225,-0.931
-0.198,-0.973
-0.215,-1.0
-0.207,-0.944
-0.035,-0.144
0.206,-1.537
-0.121,0.278
0.503,-1.93
-0.125,0.321
0.267,-1.235
-0.087,0.033
0.025,-0.369
-0.15,-1.384
-0.032,-0.197
1.753,-4.349
-0.268,0.062
0.207,-1.204
-0.163,-0.013
0.549,-0.994
0.021,-0.105
0.31,-1.214
0.0,-0.174
0.418,-1.371
-0.085,-0.029
0.314,-1.328
-0.163,-0.093
0.516,-1.147
-0.05,-0.095
0.298,-0.628
-0.0,-0.062
-0.13,-0.839
0.069,-0.329
0.013,-0.47
0.277,-1.002
0.14,-0.505
-1.319,-0.78
0.315,-1.065
-0.766,-0.952
1.293,-0.734
-0.823,-0.887
1.449,-1.231
-1.236,-0.69
1.586,-0.946
-1.488,-0.92
0.856,-1.008
-0.363,-0.935
0.306,-1.05
0.094,-0.998
0.256,-1.081
0.522,-0.87
-0.718,-0.885
1.055,-1.069
-0.517,-1.057
0.343,-0.641
0.077,-0.952
0.165,-1.041
0.333,-0.957
-0.541,-0.931
1.076,-1.205
-0.145,-0.966
-0.192,-0.942
-0.024,-0.952
-0.405,-0.958
1.216,-1.178
0.32,-0.949
0.085,-1.094
0.154,-0.924
0.084,-0.982
0.125,-0.973
0.125,-0.966
0.136,-0.97
0.139,-0.962
0.149,-0.962
0.159,-0.96
0.163,-0.966
0.154,-0.965
0.158,-0.969